ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,OVERDUE_STATUS,APPROVED
5013485,M,Y,N,0,115600.0,Working,Lower secondary,Single / not married,House / apartment,-13033,-9954,1,1,1,0,Drivers,2,30,0,1
5013486,F,Y,Y,0,139500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21411,-13921,1,0,1,0,IT staff,1,36,0,0
5013487,F,Y,N,2,173700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15706,-6792,1,0,0,0,Managers,4,8,0,0
5013488,F,Y,Y,0,126000.0,Working,Higher education,Married,House / apartment,-13665,-11282,1,0,1,0,Medicine staff,1,23,0,1
5013489,M,N,Y,2,170000.0,Working,Lower secondary,Married,House / apartment,-9293,-1110,1,0,1,1,Realty agents,3,23,0,1
5013490,M,N,N,0,337100.0,Commercial associate,Incomplete higher,Widow,House / apartment,-22810,-3737,1,0,0,0,Managers,2,25,0,1
5013491,F,Y,Y,0,213300.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17522,-10589,1,0,1,0,Realty agents,1,3,0,1
5013492,F,Y,N,0,188700.0,Working,Incomplete higher,Separated,Co-op apartment,-21698,-13844,1,0,1,0,IT staff,2,17,0,0
5013493,F,N,Y,0,55200.0,Student,Secondary / secondary special,Civil marriage,With parents,-20090,-12075,1,0,0,0,Drivers,2,17,0,1
5013494,F,Y,N,1,262300.0,Working,Lower secondary,Civil marriage,Office apartment,-17323,-1578,1,0,1,1,Waiters/barmen staff,2,57,0,1
5013495,M,N,Y,0,189600.0,Pensioner,Higher education,Separated,With parents,-11968,-7947,1,0,0,0,Accountants,2,55,0,1
5013496,F,N,Y,1,150400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12057,-10688,1,0,1,1,Security staff,3,19,0,1
5013497,F,Y,N,1,288600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12015,-7800,1,0,0,0,Sales staff,3,19,0,1
5013498,M,N,N,0,311700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18460,-4132,1,1,0,0,Private service staff,2,13,0,1
5013499,F,N,Y,0,136600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13035,-1044,1,0,0,0,Managers,2,38,0,1
5013500,M,N,Y,0,161200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9665,-9467,1,0,0,0,Low-skill Laborers,2,10,0,0
5013501,F,N,Y,1,89900.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-16001,-13957,1,0,1,1,Accountants,3,47,0,1
5013502,F,N,N,0,181900.0,Working,Secondary / secondary special,Separated,With parents,-8498,-1240,1,0,0,1,Realty agents,2,55,0,1
5013503,F,N,N,0,114100.0,Pensioner,Academic degree,Married,House / apartment,-9181,-12866,1,1,1,0,Sales staff,2,21,0,1
5013504,F,N,N,1,72500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21707,-11719,1,0,1,0,Medicine staff,2,30,1,0
5013505,M,N,N,2,248600.0,Working,Higher education,Married,House / apartment,-16643,365243,1,0,1,0,,3,9,0,1
5013506,M,N,Y,0,241900.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11622,-5074,1,0,0,0,Laborers,2,8,0,1
5013507,M,N,N,1,108100.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-18431,-10909,1,1,0,0,Accountants,3,13,0,0
5013508,M,Y,N,2,200700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13538,-3511,1,0,0,1,IT staff,4,52,0,1
5013509,M,N,N,0,302800.0,Commercial associate,Higher education,Married,House / apartment,-23672,-9036,1,0,1,0,Waiters/barmen staff,2,33,0,1
5013510,M,Y,N,0,45700.0,Pensioner,Secondary / secondary special,Married,With parents,-21470,-1802,1,0,0,0,Secretaries,1,21,0,0
5013511,M,Y,Y,1,23400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23197,-12427,1,0,1,1,Realty agents,3,4,0,1
5013512,M,Y,N,1,177400.0,Working,Higher education,Single / not married,With parents,-11700,-7194,1,0,1,1,Managers,2,11,0,1
5013513,M,Y,N,0,131600.0,Working,Secondary / secondary special,Married,House / apartment,-12744,-13789,1,0,1,0,High skill tech staff,2,8,0,1
5013514,F,N,N,0,264300.0,Working,Secondary / secondary special,Married,With parents,-17762,-12230,1,0,1,0,High skill tech staff,1,2,0,1
5013515,M,Y,Y,1,156700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18581,-13429,1,0,1,0,HR staff,2,58,0,0
5013516,F,N,Y,2,254900.0,Commercial associate,Higher education,Married,Office apartment,-9901,-10301,1,1,1,0,IT staff,3,49,1,1
5013517,F,N,N,0,168200.0,Working,Lower secondary,Married,House / apartment,-19470,-394,1,0,0,1,Laborers,2,34,0,1
5013518,F,Y,N,0,82600.0,Working,Secondary / secondary special,Married,House / apartment,-13953,-13966,1,0,1,1,Private service staff,2,56,0,1
5013519,M,Y,Y,0,232500.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-21077,-10991,1,0,0,1,High skill tech staff,2,15,0,1
5013520,M,N,Y,0,96400.0,Working,Secondary / secondary special,Separated,House / apartment,-15444,-4350,1,1,0,0,Drivers,1,46,0,0
5013521,F,N,N,0,62200.0,Pensioner,Incomplete higher,Married,House / apartment,-9082,-5354,1,1,0,1,Cleaning staff,2,17,2,0
5013522,F,Y,N,0,141600.0,Commercial associate,Incomplete higher,Single / not married,Municipal apartment,-16943,-11368,1,0,0,1,Sales staff,2,23,0,0
5013523,M,Y,Y,1,134600.0,Commercial associate,Secondary / secondary special,Married,With parents,-9623,-11754,1,1,0,0,HR staff,3,60,0,1
5013524,M,Y,Y,0,166700.0,Working,Secondary / secondary special,Married,House / apartment,-19204,365243,1,0,1,0,,2,5,0,0
5013525,F,Y,Y,1,155300.0,Working,Higher education,Married,House / apartment,-12692,-738,1,1,0,0,Realty agents,3,32,0,1
5013526,M,Y,Y,0,252900.0,Commercial associate,Higher education,Married,House / apartment,-15837,-9493,1,0,0,0,Core staff,2,17,1,1
5013527,F,N,Y,1,53900.0,Pensioner,Higher education,Single / not married,House / apartment,-11680,-7562,1,0,0,0,Secretaries,2,8,0,1
5013528,M,Y,Y,0,209700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9823,-9097,1,0,0,0,Laborers,1,10,0,1
5013529,M,Y,N,0,99800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20230,-14491,1,0,0,0,Medicine staff,1,13,1,1
5013530,F,N,Y,0,192700.0,Working,Secondary / secondary special,Married,House / apartment,-10990,-9520,1,0,0,0,Managers,2,52,0,0
5013531,M,N,Y,0,130500.0,Pensioner,Higher education,Married,House / apartment,-20672,-8790,1,0,1,0,HR staff,1,46,0,1
5013532,F,N,N,1,189800.0,Working,Secondary / secondary special,Widow,House / apartment,-18147,-1693,1,0,0,0,High skill tech staff,3,55,0,0
5013533,M,N,Y,0,117600.0,Working,Secondary / secondary special,Married,With parents,-15098,-791,1,0,0,0,Laborers,2,41,0,1
5013534,M,N,N,0,181600.0,Working,Incomplete higher,Married,House / apartment,-15387,-13531,1,1,0,0,Low-skill Laborers,1,15,2,1
5013535,F,Y,Y,1,98400.0,Pensioner,Incomplete higher,Married,House / apartment,-15287,-13941,1,0,1,0,Laborers,3,29,0,1
5013536,M,Y,N,0,335800.0,Commercial associate,Higher education,Married,House / apartment,-14550,-12313,1,1,1,0,Secretaries,1,52,0,1
5013537,M,N,N,0,124600.0,Pensioner,Higher education,Single / not married,House / apartment,-15933,-4260,1,0,0,0,Low-skill Laborers,2,19,0,0
5013538,F,N,Y,0,236400.0,Commercial associate,Higher education,Single / not married,House / apartment,-7761,-12273,1,0,0,0,Low-skill Laborers,2,16,0,1
5013539,F,N,N,0,66200.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-8225,-13611,1,0,0,0,Managers,2,44,0,0
5013540,F,Y,N,0,182500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17741,-481,1,1,0,1,Low-skill Laborers,2,25,0,1
5013541,M,N,Y,0,250800.0,Commercial associate,Higher education,Separated,With parents,-14185,-3391,1,0,1,0,IT staff,2,15,1,1
5013542,M,Y,N,0,175000.0,Working,Secondary / secondary special,Married,Office apartment,-20767,-3261,1,0,0,1,Managers,2,60,0,0
5013543,F,N,Y,1,222800.0,Commercial associate,Secondary / secondary special,Married,With parents,-9398,-7107,1,1,1,1,Security staff,2,23,0,1
5013544,M,N,Y,0,88800.0,Commercial associate,Higher education,Separated,With parents,-9731,-11019,1,1,1,1,High skill tech staff,1,26,0,1
5013545,M,Y,N,0,128700.0,Working,Secondary / secondary special,Married,House / apartment,-9578,-1928,1,0,1,1,Sales staff,1,54,0,1
5013546,F,Y,Y,0,162700.0,Working,Higher education,Widow,House / apartment,-21579,-4947,1,0,0,0,Core staff,2,53,0,0
5013547,M,N,Y,0,255700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18907,-13007,1,1,0,1,IT staff,2,18,0,0
5013548,M,N,Y,0,60900.0,Working,Incomplete higher,Married,With parents,-15002,-2601,1,0,1,1,Waiters/barmen staff,2,46,0,1
5013549,M,Y,N,0,146000.0,Commercial associate,Academic degree,Single / not married,With parents,-16247,-9502,1,1,0,0,High skill tech staff,1,30,0,1
5013550,M,N,Y,0,77200.0,Commercial associate,Higher education,Separated,House / apartment,-12602,-5594,1,1,0,0,Drivers,1,49,0,1
5013551,F,Y,Y,0,178200.0,State servant,Secondary / secondary special,Civil marriage,With parents,-14674,-1676,1,0,0,0,High skill tech staff,2,11,0,1
5013552,F,N,N,0,325500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12873,-4685,1,0,0,0,High skill tech staff,2,15,0,1
5013553,M,Y,N,0,259000.0,Commercial associate,Incomplete higher,Civil marriage,Co-op apartment,-20066,-12098,1,0,0,0,Sales staff,2,1,0,1
5013554,M,N,Y,0,276500.0,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-20345,-7956,1,1,0,0,Security staff,1,28,0,1
5013555,F,Y,N,0,146900.0,Commercial associate,Higher education,Married,House / apartment,-16936,-14244,1,0,0,0,HR staff,1,26,0,1
5013556,M,N,Y,0,203300.0,Working,Secondary / secondary special,Married,Municipal apartment,-11585,-7212,1,0,0,0,Secretaries,2,34,0,1
5013557,F,Y,N,0,131300.0,Working,Incomplete higher,Single / not married,House / apartment,-11693,-13998,1,0,1,1,Secretaries,2,10,0,1
5013558,F,N,N,1,183800.0,Working,Secondary / secondary special,Married,House / apartment,-13935,-400,1,0,1,0,Realty agents,2,36,0,1
5013559,F,N,Y,0,270400.0,Commercial associate,Higher education,Civil marriage,House / apartment,-18586,-671,1,1,0,0,Waiters/barmen staff,1,47,0,1
5013560,M,Y,N,1,161600.0,Working,Secondary / secondary special,Married,House / apartment,-21825,-13771,1,0,1,0,Managers,3,50,0,0
5013561,F,Y,N,0,296000.0,Commercial associate,Lower secondary,Married,With parents,-12091,-11394,1,0,0,0,Medicine staff,2,7,0,1
5013562,M,Y,Y,1,150800.0,State servant,Higher education,Married,House / apartment,-20150,-14477,1,0,1,0,Drivers,2,46,2,0
5013563,F,N,Y,1,252000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9291,-13572,1,0,0,0,Private service staff,2,54,2,1
5013564,F,N,Y,0,299100.0,Working,Secondary / secondary special,Married,House / apartment,-9998,365243,1,1,0,0,,1,15,0,1
5013565,F,N,N,0,270000.0,Commercial associate,Higher education,Separated,House / apartment,-23184,-14428,1,0,0,1,Low-skill Laborers,2,41,0,0
5013566,F,N,Y,1,169700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13080,-347,1,0,0,0,Managers,3,57,0,0
5013567,F,N,N,0,99800.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21082,-13712,1,0,1,0,IT staff,2,4,0,1
5013568,M,N,Y,2,156700.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-13412,-8926,1,0,0,1,Cleaning staff,4,49,0,1
5013569,M,Y,N,0,245700.0,Working,Secondary / secondary special,Civil marriage,With parents,-16453,-12991,1,0,1,1,Security staff,1,19,0,1
5013570,F,Y,N,1,158000.0,State servant,Higher education,Single / not married,House / apartment,-7829,-8830,1,1,1,0,Managers,3,57,0,1
5013571,F,Y,Y,2,83800.0,Working,Secondary / secondary special,Married,House / apartment,-9398,-13367,1,0,0,0,Drivers,4,14,0,1
5013572,M,N,Y,0,120100.0,Working,Incomplete higher,Married,House / apartment,-23250,-9192,1,1,0,0,Waiters/barmen staff,1,26,0,0
5013573,F,Y,N,0,191400.0,Working,Secondary / secondary special,Married,Municipal apartment,-14491,-3131,1,0,1,0,Sales staff,1,60,0,1
5013574,F,N,Y,0,216600.0,Working,Secondary / secondary special,Separated,Municipal apartment,-20001,-7710,1,0,0,0,Managers,2,37,0,1
5013575,M,Y,Y,1,243300.0,Working,Higher education,Married,House / apartment,-16901,-13924,1,0,0,0,Drivers,3,23,0,1
5013576,M,N,N,0,52000.0,Working,Lower secondary,Separated,House / apartment,-18549,-9542,1,0,0,0,Realty agents,1,39,0,1
5013577,M,Y,N,0,234900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13064,365243,1,0,1,1,,2,7,0,1
5013578,M,N,N,1,269900.0,Working,Higher education,Widow,Office apartment,-22708,-8846,1,0,0,0,Sales staff,3,12,0,1
5013579,M,Y,N,1,,State servant,Higher education,Married,House / apartment,-10651,-4457,1,1,0,0,Sales staff,3,47,0,1
5013580,M,Y,N,0,119800.0,Pensioner,Higher education,Married,House / apartment,-19099,-5979,1,0,0,0,Sales staff,1,7,0,1
5013581,M,Y,N,0,291000.0,Commercial associate,Incomplete higher,Married,House / apartment,-16047,-6751,1,0,0,0,Security staff,1,16,0,1
5013582,M,N,Y,0,60700.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-16266,-10919,1,0,0,1,HR staff,2,9,0,0
5013583,F,N,N,1,189800.0,Commercial associate,Higher education,Separated,House / apartment,-22240,-4427,1,0,0,0,Laborers,3,14,0,1
5013584,M,Y,N,2,215300.0,Working,Lower secondary,Separated,Rented apartment,-7803,-6787,1,0,1,0,HR staff,4,18,1,1
5013585,F,N,N,0,130700.0,State servant,Secondary / secondary special,Married,House / apartment,-12651,-10062,1,0,1,0,Core staff,2,7,0,1
5013586,F,N,N,0,157100.0,Working,Higher education,Civil marriage,House / apartment,-20436,-1628,1,0,0,1,Drivers,1,21,0,1
5013587,F,N,Y,0,193900.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-21659,-2109,1,0,1,0,Laborers,1,51,0,1
5013588,F,N,N,0,94500.0,State servant,Secondary / secondary special,Married,With parents,-22532,-1364,1,1,0,0,IT staff,2,42,0,0
5013589,F,Y,Y,0,112800.0,Working,Secondary / secondary special,Married,House / apartment,-13659,-4709,1,1,0,1,Security staff,2,24,0,0
5013590,M,N,Y,2,209500.0,Working,Secondary / secondary special,Separated,House / apartment,-14199,-9481,1,0,0,0,Low-skill Laborers,3,26,0,0
5013591,F,N,Y,0,159900.0,Pensioner,Higher education,Separated,Municipal apartment,-12323,-10534,1,0,0,0,Laborers,2,60,0,0
5013592,M,N,N,1,262100.0,Commercial associate,Incomplete higher,Widow,Municipal apartment,-13772,-7064,1,1,1,1,Cleaning staff,3,29,1,1
5013593,F,Y,Y,0,265800.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-21610,-11380,1,0,1,1,Security staff,2,19,0,0
5013594,F,N,N,2,183500.0,State servant,Secondary / secondary special,Married,House / apartment,-13489,-1651,1,0,0,0,Accountants,3,33,0,1
5013595,M,Y,N,0,263400.0,State servant,Secondary / secondary special,Civil marriage,Office apartment,-9238,-7099,1,0,0,0,Private service staff,2,7,1,0
5013596,M,N,N,1,163700.0,State servant,Higher education,Married,House / apartment,-23506,-12577,1,1,0,0,High skill tech staff,3,26,0,0
5013597,F,Y,N,0,195900.0,Working,Secondary / secondary special,Separated,House / apartment,-19871,365243,1,1,0,0,,2,16,0,1
5013598,M,Y,Y,0,136900.0,Pensioner,Higher education,Married,With parents,-10112,365243,1,1,1,0,,2,45,0,1
5013599,M,N,Y,0,179400.0,Commercial associate,Secondary / secondary special,Married,With parents,-15250,-10723,1,0,0,0,HR staff,2,10,0,1
5013600,M,N,N,0,167500.0,Commercial associate,Higher education,Single / not married,House / apartment,-20048,-11515,1,0,1,0,Waiters/barmen staff,2,11,0,0
5013601,F,Y,Y,0,123300.0,Working,Higher education,Married,House / apartment,-8812,-6765,1,0,1,0,IT staff,2,20,0,1
5013602,F,N,Y,0,185300.0,Commercial associate,Higher education,Married,House / apartment,-11622,-9838,1,0,0,0,Medicine staff,2,33,0,1
5013603,F,N,Y,3,310500.0,Working,Higher education,Married,Municipal apartment,-18292,-9028,1,0,0,1,HR staff,5,47,0,0
5013604,M,N,Y,1,262000.0,State servant,Incomplete higher,Married,House / apartment,-19905,-4094,1,0,0,0,HR staff,3,45,0,0
5013605,M,N,N,0,203600.0,Commercial associate,Secondary / secondary special,Married,With parents,-13834,-1925,1,0,0,0,HR staff,1,50,0,0
5013606,M,Y,N,0,196100.0,Commercial associate,Higher education,Married,Rented apartment,-8308,-9963,1,1,1,0,Sales staff,2,28,0,1
5013607,F,Y,N,0,,Working,Secondary / secondary special,Civil marriage,Rented apartment,-20062,-14018,1,1,1,0,Core staff,2,41,0,1
5013608,F,N,Y,1,117400.0,Working,Academic degree,Married,House / apartment,-18994,-4927,1,0,0,0,Cleaning staff,3,24,0,0
5013609,F,Y,N,1,164800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15890,-3236,1,0,0,0,High skill tech staff,3,48,0,1
5013610,M,N,N,0,101500.0,Pensioner,Higher education,Married,House / apartment,-11706,-813,1,0,0,0,Medicine staff,2,47,0,1
5013611,F,N,N,0,184100.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-20699,-6809,1,0,1,0,Drivers,2,27,0,0
5013612,M,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,-18681,-869,1,0,1,0,Managers,1,9,0,1
5013613,F,Y,Y,1,228800.0,Working,Secondary / secondary special,Married,Rented apartment,-8100,-13345,1,0,0,0,Managers,3,13,0,0
5013614,F,N,N,0,134100.0,Working,Secondary / secondary special,Single / not married,With parents,-20910,365243,1,0,1,1,,1,36,0,0
5013615,F,N,N,1,345700.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-15646,-5656,1,0,0,0,Cleaning staff,3,21,0,1
5013616,F,Y,Y,0,201800.0,Working,Higher education,Married,Co-op apartment,-18736,-6443,1,0,0,0,Private service staff,2,4,1,1
5013617,F,Y,Y,0,236000.0,Working,Secondary / secondary special,Married,Rented apartment,-16011,365243,1,0,1,0,,2,38,0,1
5013618,M,Y,N,0,152300.0,Working,Secondary / secondary special,Married,House / apartment,-8978,-10593,1,0,0,0,IT staff,1,48,0,0
5013619,M,Y,N,1,274000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-21226,-12154,1,1,0,0,Realty agents,3,56,0,1
5013620,M,N,N,0,266500.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-21620,-11801,1,1,0,1,HR staff,2,13,0,0
5013621,F,N,N,1,272500.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-21440,-1483,1,0,1,0,Managers,2,12,0,0
5013622,F,Y,N,0,282500.0,Commercial associate,Higher education,Married,Rented apartment,-16368,-7067,1,0,1,0,Laborers,2,11,0,1
5013623,F,N,N,0,298700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15405,-11891,1,0,1,0,Accountants,2,40,0,0
5013624,F,Y,Y,0,146700.0,Working,Incomplete higher,Widow,House / apartment,-11127,-3796,1,0,1,0,Medicine staff,2,23,0,1
5013625,M,Y,Y,0,255300.0,Working,Secondary / secondary special,Married,House / apartment,-12209,-2143,1,1,0,0,Waiters/barmen staff,2,57,0,0
5013626,F,Y,N,0,99600.0,Working,Secondary / secondary special,Married,House / apartment,-10389,-9313,1,0,0,0,Sales staff,2,44,0,1
5013627,F,N,N,0,95900.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-14720,-729,1,0,0,0,Secretaries,2,12,0,0
5013628,M,N,Y,0,197700.0,Working,Secondary / secondary special,Married,Rented apartment,-18204,-4289,1,0,1,0,Low-skill Laborers,1,9,0,1
5013629,M,N,Y,1,95400.0,State servant,Academic degree,Married,House / apartment,-19297,-2954,1,1,0,0,Realty agents,2,4,0,1
5013630,M,N,N,1,155700.0,Commercial associate,Higher education,Married,House / apartment,-14005,-6792,1,0,0,0,Cleaning staff,3,11,0,1
